module_name,loc,ncloc,cloc,complexity,cyclomatic_complexity,depth_of_nesting,coupling,cohesion,information_flow_complexity,code_churn,change_request_backlog,pending_effort_hours,percent_reused,defect_count,defect_label
high_module_025,3435,3146,289,73.858,63.259,24.77,38.522,0.289,142.03,1169.572,60.835,379.126,0.222,5,1
high_module_026,3564,3087,477,70.562,135.092,24.657,45.422,0.457,68.98,1278.926,71.539,363.352,0.326,1,1
high_module_027,962,853,109,67.689,136.352,16.09,33.855,0.388,140.512,1001.963,52.7,341.086,0.219,3,1
high_module_028,1878,1679,199,85.839,79.878,13.874,43.752,0.45,73.598,754.679,50.919,357.367,0.041,5,1
high_module_029,1271,1114,157,67.23,55.647,27.564,56.715,0.501,94.508,815.213,49.079,152.769,0.106,3,1
high_module_030,1176,1014,162,84.976,118.318,8.093,41.372,0.17,72.114,1238.93,76.57,221.958,0.0,3,1
high_module_031,3217,2887,330,66.272,121.465,13.189,21.565,0.265,52.749,863.284,60.538,107.855,0.328,0,0
high_module_032,2772,2462,310,115.263,77.456,27.341,26.721,0.207,95.374,1146.322,35.103,351.18,0.291,5,1
high_module_033,1689,1459,230,86.941,91.8,25.415,21.523,0.163,62.713,597.504,48.919,282.154,0.0,1,1
high_module_034,2504,2302,202,73.694,137.154,8.621,37.753,0.443,42.192,742.126,14.935,98.586,0.385,0,0
high_module_035,2049,1655,394,44.618,117.0,14.357,16.089,0.531,67.87,805.335,67.674,89.323,0.126,0,0
high_module_036,4097,3221,876,97.13,113.129,12.327,51.806,0.256,107.075,1078.338,49.653,199.209,0.043,1,1
high_module_037,3021,2551,470,119.725,61.132,26.881,27.335,0.314,97.747,816.64,72.491,272.396,0.114,1,1
high_module_038,3747,3173,574,108.765,131.582,23.222,50.006,0.144,75.339,554.346,51.669,227.477,0.362,5,1
high_module_039,2907,2578,329,110.286,82.886,22.371,52.584,0.357,51.137,623.898,88.794,249.359,0.223,1,1
high_module_040,2419,2030,389,81.344,106.764,11.385,27.572,0.499,40.305,868.251,90.675,267.758,0.016,4,1
high_module_041,3745,3099,646,71.113,49.136,12.838,58.738,0.329,156.794,458.148,76.863,202.977,0.267,1,1
high_module_042,2944,2639,305,54.517,78.821,20.182,22.896,0.414,65.951,1069.72,83.459,277.27,0.085,2,1
high_module_043,3002,2456,546,113.554,38.923,12.751,17.941,0.526,111.269,687.946,40.622,285.448,0.296,1,0
high_module_044,2201,1893,308,111.167,51.366,10.791,41.588,0.157,103.901,654.92,40.706,404.147,0.108,1,1
high_module_045,1027,895,132,119.324,50.483,17.762,55.776,0.134,92.992,861.084,41.337,300.048,0.274,4,1
high_module_046,3284,3009,275,88.371,131.206,19.836,23.076,0.165,120.406,1284.287,37.608,356.124,0.215,1,1
high_module_047,3660,3173,487,102.854,63.091,9.416,40.892,0.299,102.978,693.813,60.722,256.838,0.331,4,1
high_module_048,2220,1954,266,112.591,80.224,26.879,29.644,0.433,43.437,1133.747,87.253,168.325,0.243,3,1
high_module_049,2397,2129,268,122.964,131.776,8.337,21.636,0.131,51.25,530.85,55.0,340.602,0.238,5,1
high_module_050,1120,956,164,71.747,48.834,20.467,48.056,0.224,75.349,1031.189,19.525,354.308,0.353,0,0
high_module_051,1438,1210,228,71.85,71.869,10.047,35.266,0.151,114.151,1056.117,48.497,116.661,0.292,1,1
high_module_052,2230,1877,353,59.904,71.386,9.471,28.296,0.474,156.227,370.257,32.414,165.479,0.052,0,0
high_module_053,1741,1365,376,95.064,70.5,26.205,17.198,0.471,133.193,326.9,50.799,216.144,0.239,0,0
high_module_054,1902,1643,259,59.81,92.464,8.355,53.033,0.204,149.103,798.489,57.18,380.829,0.021,4,1
high_module_055,2710,2181,529,100.632,134.994,23.057,32.404,0.348,71.114,1019.536,60.552,342.082,0.164,4,1
high_module_056,3181,2654,527,44.17,119.504,15.417,35.699,0.389,114.962,274.481,42.593,204.494,0.307,0,0
high_module_057,3738,3186,552,113.633,116.479,16.483,29.612,0.41,62.658,469.51,33.077,201.454,0.117,3,1
high_module_058,1379,1089,290,78.282,111.651,27.366,46.391,0.537,94.464,478.161,27.709,111.435,0.366,0,0
high_module_059,1035,870,165,44.72,78.677,24.345,36.527,0.432,146.512,931.995,52.614,370.444,0.35,2,1
high_module_060,1936,1533,403,107.14,154.281,12.61,33.682,0.363,152.798,1111.692,48.283,219.012,0.241,3,1
high_module_061,2424,2011,413,116.882,115.129,27.335,41.677,0.267,146.75,317.955,40.228,317.516,0.256,0,0
high_module_062,2120,1707,413,63.465,139.772,9.933,58.162,0.415,150.674,978.301,57.497,218.75,0.028,5,1
high_module_063,940,817,123,139.664,143.794,9.814,35.807,0.391,90.845,1197.526,70.99,281.502,0.108,1,1
high_module_064,2917,2423,494,68.691,94.21,14.048,23.624,0.326,94.398,912.896,41.796,258.065,0.234,3,1
high_module_065,3786,3028,758,52.711,126.739,11.984,51.112,0.363,88.485,1242.794,87.868,300.416,0.288,4,1
high_module_066,2775,2423,352,73.689,151.729,22.855,32.153,0.301,88.131,1170.725,63.66,346.388,0.345,1,1
high_module_067,1136,980,156,125.178,139.637,8.27,35.93,0.348,89.918,1300.263,61.304,363.322,0.212,4,1
high_module_068,2612,2364,248,53.959,136.436,21.687,54.304,0.351,59.262,696.517,60.568,309.526,0.037,0,0
high_module_069,2509,2294,215,91.85,114.315,22.073,47.94,0.28,92.924,852.003,73.184,145.067,0.145,3,1
high_module_070,2209,2018,191,80.398,103.259,23.542,47.994,0.427,71.031,1128.917,48.494,288.905,0.225,5,1
high_module_071,1380,1253,127,113.727,54.152,26.244,51.408,0.394,135.014,739.874,40.053,183.858,0.266,0,0
high_module_072,3374,2750,624,115.678,80.812,10.034,33.235,0.536,119.668,966.327,89.341,394.802,0.187,2,1
high_module_073,3936,3323,613,63.479,144.741,13.223,46.785,0.365,118.26,1116.628,80.448,421.39,0.183,2,1
high_module_074,2400,2111,289,49.807,43.85,17.704,29.533,0.506,63.795,869.649,44.417,308.658,0.181,0,0
high_module_075,2514,2179,335,61.414,52.783,23.766,44.234,0.432,156.259,1272.826,45.721,315.382,0.004,4,1
high_module_076,4141,3518,623,100.541,50.895,22.075,44.848,0.506,119.447,1006.865,37.839,234.982,0.323,4,1
high_module_077,3541,3215,326,83.927,110.646,10.115,17.14,0.461,152.165,979.591,54.572,324.237,0.27,0,0
high_module_078,1172,939,233,98.881,129.343,11.918,27.947,0.266,68.623,809.858,49.752,234.77,0.274,4,1
high_module_079,1830,1617,213,69.902,121.294,20.605,53.177,0.521,135.452,983.595,34.279,362.526,0.218,4,1
high_module_080,3968,3235,733,53.05,90.845,22.225,52.86,0.339,119.566,885.686,90.433,201.331,0.173,4,1
high_module_081,3336,2903,433,78.256,135.207,25.684,59.33,0.267,45.278,555.202,69.192,172.285,0.041,4,1
high_module_082,1303,1106,197,91.852,93.621,16.341,59.506,0.327,86.513,1074.105,46.834,283.656,0.297,2,1
high_module_083,4092,3597,495,67.224,111.824,10.226,32.982,0.441,92.835,826.023,53.186,150.671,0.149,2,1
high_module_084,2728,2268,460,60.528,99.323,12.977,33.904,0.417,140.768,450.222,57.516,317.346,0.117,1,0
high_module_085,3030,2623,407,122.537,107.423,24.97,24.851,0.453,74.532,1038.75,73.976,295.218,0.206,4,1
high_module_086,2045,1653,392,121.068,79.04,10.749,48.899,0.374,108.601,1283.788,85.868,195.155,0.01,3,1
high_module_087,2637,2107,530,61.862,94.897,14.682,49.674,0.468,136.988,909.613,57.453,251.129,0.375,1,0
high_module_088,1874,1711,163,86.239,60.426,23.406,33.191,0.158,107.907,823.222,53.497,129.849,0.312,0,0
high_module_089,3594,3130,464,37.704,35.713,13.46,32.895,0.284,81.905,719.835,32.85,98.227,0.264,0,0
high_module_090,2003,1799,204,74.726,137.236,27.269,35.875,0.455,113.7,445.447,44.499,156.891,0.026,1,0
high_module_091,3878,3121,757,117.573,89.127,20.81,42.195,0.538,153.951,732.76,19.456,170.612,0.093,1,0
high_module_092,1495,1269,226,44.658,131.276,8.163,29.187,0.409,100.063,809.928,66.117,95.416,0.353,0,0
high_module_093,3978,3387,591,55.481,134.747,25.517,27.433,0.289,141.579,475.974,35.701,358.589,0.302,1,0
high_module_094,2685,2097,588,63.825,129.614,10.481,32.93,0.554,69.73,438.977,46.135,290.161,0.308,1,0
high_module_095,1587,1325,262,82.728,42.599,15.498,28.798,0.444,74.245,561.468,34.199,259.964,0.138,0,0
high_module_096,3146,2766,380,128.91,137.942,9.295,45.718,0.439,72.749,710.839,40.592,339.357,0.045,2,1
high_module_097,2087,1766,321,95.869,81.522,22.509,58.884,0.35,104.13,884.641,94.731,340.114,0.358,2,1
high_module_098,1594,1397,197,86.71,126.322,12.435,27.76,0.17,158.794,413.461,82.453,215.913,0.157,4,1
high_module_099,2955,2616,339,37.058,123.832,16.501,28.753,0.341,75.636,918.451,69.953,280.708,0.032,1,0
high_module_100,2305,1894,411,53.899,124.24,11.618,22.71,0.492,96.801,465.606,24.92,86.86,0.33,0,0
high_module_101,1667,1439,228,60.603,130.136,14.167,26.773,0.431,90.839,788.352,81.716,193.105,0.246,5,1
high_module_102,3525,2777,748,106.973,141.322,27.6,51.801,0.305,83.114,1365.192,47.286,404.794,0.32,2,1
high_module_103,3221,2822,399,104.227,43.215,15.599,62.615,0.426,100.766,828.796,100.994,362.933,0.0,5,1
high_module_104,1019,884,135,36.154,60.646,23.746,26.037,0.345,88.303,458.971,57.396,95.459,0.241,0,0
high_module_105,3373,2973,400,106.775,47.725,19.665,46.335,0.526,146.48,1031.164,79.28,295.143,0.198,1,0
high_module_106,1177,980,197,56.209,68.921,14.11,19.893,0.503,119.738,756.836,47.101,160.664,0.288,0,0
high_module_107,3388,2949,439,121.849,90.311,19.651,23.442,0.246,138.459,697.743,78.186,292.413,0.053,3,1
high_module_108,1223,1052,171,130.149,129.19,8.788,34.179,0.252,81.826,1232.232,59.891,256.212,0.214,5,1
high_module_109,3836,3310,526,82.253,80.689,15.516,37.249,0.183,62.214,582.005,41.221,233.158,0.004,3,1
high_module_110,3101,2642,459,110.869,78.952,12.994,37.698,0.379,94.599,1112.226,59.462,177.667,0.325,1,1
high_module_111,1007,819,188,127.962,108.885,12.251,24.039,0.133,103.811,1024.569,38.829,259.058,0.132,1,1
high_module_112,2678,2142,536,103.872,134.47,27.613,27.45,0.26,76.607,995.086,87.492,240.226,0.269,1,1
high_module_113,2475,2079,396,99.496,74.425,10.654,44.164,0.507,152.132,833.01,52.346,347.972,0.28,4,1
high_module_114,2566,2078,488,88.654,53.997,11.519,18.701,0.564,150.157,622.528,22.574,151.943,0.136,0,0
high_module_115,2345,1895,450,126.766,126.424,27.765,44.251,0.429,159.653,488.523,27.961,238.428,0.0,3,1
high_module_116,3292,2640,652,64.268,94.979,22.27,42.666,0.117,69.605,508.515,24.174,158.023,0.277,2,1
high_module_117,2516,1977,539,36.589,73.536,13.35,54.365,0.464,52.259,1083.498,18.431,156.214,0.224,1,0
high_module_118,4167,3776,391,61.642,109.233,24.034,32.187,0.366,113.762,757.173,60.128,451.168,0.313,3,1
high_module_119,1126,915,211,44.25,123.627,13.658,36.718,0.429,91.562,1207.282,81.571,229.815,0.167,4,1
high_module_120,1379,1126,253,78.981,60.895,14.901,20.55,0.517,91.437,458.993,61.34,141.727,0.077,1,0
high_module_121,2885,2336,549,127.977,73.935,26.85,49.084,0.197,42.641,568.088,81.981,360.756,0.0,4,1
high_module_122,3389,2908,481,75.202,81.269,25.805,37.996,0.304,151.326,505.662,91.074,261.691,0.013,4,1
high_module_123,1500,1212,288,44.176,102.149,27.209,49.001,0.178,155.453,593.093,68.798,355.468,0.0,5,1
high_module_124,1007,846,161,68.509,119.776,26.636,39.853,0.512,109.549,943.445,32.658,337.777,0.35,5,1
high_module_125,2597,2041,556,50.797,130.858,19.639,27.137,0.324,150.444,1180.39,79.595,99.462,0.42,1,0
high_module_126,910,787,123,100.139,62.103,23.023,18.718,0.3,61.941,746.336,26.465,107.55,0.046,1,0
high_module_127,1920,1665,255,102.454,108.321,11.25,60.362,0.466,45.128,1087.625,66.531,177.088,0.323,5,1
high_module_128,1248,1137,111,61.048,48.982,19.127,24.848,0.209,154.153,1157.004,22.052,193.565,0.282,1,0
high_module_129,2636,2140,496,119.732,116.687,16.847,56.447,0.265,151.605,1023.313,85.865,321.189,0.299,1,1
high_module_130,3340,2842,498,73.958,116.761,22.356,50.041,0.14,123.78,990.862,49.43,277.797,0.289,5,1
high_module_131,4056,3570,486,93.221,56.495,25.644,40.743,0.394,65.299,1251.998,39.046,218.575,0.376,3,1
high_module_132,1688,1424,264,69.655,128.469,24.573,24.888,0.326,139.121,1312.361,66.451,251.143,0.177,3,1
high_module_133,1732,1422,310,86.707,112.477,15.911,30.065,0.506,147.487,1253.619,75.705,366.372,0.177,4,1
high_module_134,1190,946,244,98.959,91.725,26.298,21.371,0.19,65.047,587.225,89.87,332.36,0.32,5,1
high_module_135,2953,2503,450,94.662,144.683,10.825,27.526,0.296,44.735,1062.635,80.925,286.944,0.019,3,1
high_module_136,3704,2948,756,111.225,98.905,9.912,39.811,0.25,105.753,634.98,36.44,268.607,0.337,5,1
high_module_137,3790,2988,802,81.142,58.196,16.186,24.405,0.343,148.375,609.469,45.937,401.735,0.024,3,1
high_module_138,2217,1848,369,47.656,57.544,13.894,32.79,0.101,41.883,905.278,97.155,237.784,0.233,5,1
high_module_139,2461,2086,375,76.665,95.659,27.69,42.457,0.511,80.864,880.562,59.232,361.781,0.209,2,1
high_module_140,3765,3169,596,95.667,98.197,18.013,36.216,0.508,118.039,932.103,77.938,267.964,0.315,0,0
high_module_141,2528,2182,346,110.761,51.464,16.668,40.314,0.441,123.433,817.42,39.442,159.463,0.032,0,0
high_module_142,3115,2680,435,39.601,41.544,21.112,16.842,0.238,152.275,580.023,75.253,74.919,0.188,1,0
high_module_143,2836,2433,403,53.783,93.239,24.861,32.503,0.337,130.84,799.298,73.807,186.415,0.139,2,1
high_module_144,3105,2766,339,92.349,78.857,9.026,40.837,0.53,55.591,367.212,52.527,418.444,0.17,1,1
high_module_145,1845,1479,366,66.675,48.826,26.08,43.368,0.386,122.535,1035.385,36.577,402.31,0.016,4,1
high_module_146,1825,1567,258,82.05,97.48,10.339,38.78,0.21,72.224,439.205,85.097,347.789,0.033,4,1
high_module_147,2441,1977,464,63.75,70.671,9.497,30.113,0.221,147.36,984.552,39.202,432.731,0.264,4,1
high_module_148,2912,2557,355,55.46,83.548,16.644,45.275,0.242,127.657,860.102,94.719,200.524,0.125,1,1
high_module_149,1754,1505,249,121.438,149.648,13.748,55.8,0.193,139.947,984.311,85.252,164.999,0.269,3,1
high_module_150,2055,1718,337,45.579,97.188,18.67,55.469,0.446,83.867,984.999,41.367,262.877,0.014,4,1
high_module_151,4198,3566,632,121.286,76.198,26.703,27.166,0.234,53.389,1327.267,46.032,265.593,0.182,5,1
high_module_152,1390,1273,117,83.851,41.95,10.309,52.002,0.457,117.688,763.769,27.453,218.007,0.024,0,0
high_module_153,1535,1354,181,36.365,37.575,25.523,46.813,0.548,104.663,297.458,69.867,299.601,0.207,0,0
high_module_154,2783,2180,603,117.061,114.554,12.433,38.3,0.382,156.264,1271.143,88.13,289.534,0.192,3,1
high_module_155,2033,1868,165,111.439,147.791,12.483,33.343,0.51,72.829,920.921,71.813,373.439,0.061,1,1
high_module_156,2657,2230,427,84.768,110.173,10.016,34.764,0.335,80.78,797.772,60.492,172.89,0.306,5,1
high_module_157,985,830,155,127.318,135.157,15.39,28.548,0.299,119.067,1216.709,89.394,180.44,0.164,2,1
high_module_158,1813,1440,373,81.598,112.456,13.847,32.126,0.326,72.953,880.437,26.96,374.649,0.278,4,1
high_module_159,1810,1560,250,63.936,148.333,10.42,37.817,0.484,58.414,1124.195,52.469,433.388,0.349,3,1
high_module_160,988,829,159,99.563,119.239,13.879,54.177,0.391,73.156,621.092,49.858,371.955,0.384,1,1
high_module_161,2460,2062,398,108.139,106.252,24.316,52.613,0.506,63.384,537.838,49.523,393.143,0.178,4,1
high_module_162,2582,2056,526,104.12,132.64,16.163,54.205,0.262,154.674,920.074,48.792,191.807,0.242,1,0
high_module_163,2348,1886,462,69.222,90.663,10.196,22.947,0.392,94.005,736.362,31.257,229.274,0.218,1,0
high_module_164,1779,1465,314,78.904,122.849,20.964,49.877,0.365,130.989,498.593,60.962,248.054,0.035,1,0
high_module_165,1353,1190,163,119.316,160.577,12.713,44.665,0.527,112.847,930.754,40.511,396.967,0.0,2,1
high_module_166,3039,2532,507,51.73,81.87,15.726,32.493,0.439,117.056,1166.83,18.049,128.278,0.133,1,0
high_module_167,4019,3528,491,56.63,100.786,23.367,41.609,0.477,148.293,1304.174,36.471,337.226,0.261,2,1
high_module_168,4046,3568,478,100.029,63.34,15.115,29.243,0.472,99.596,512.743,76.674,218.978,0.281,0,0
high_module_169,2668,2266,402,75.559,57.494,8.054,21.381,0.234,59.935,574.744,37.532,113.001,0.121,0,0
high_module_170,1935,1557,378,132.842,144.504,18.552,54.149,0.523,158.552,970.461,42.75,379.979,0.354,3,1
high_module_171,1735,1461,274,96.676,143.935,17.93,33.961,0.156,107.466,1203.848,89.447,336.118,0.076,5,1
high_module_172,938,772,166,57.34,80.354,17.032,41.697,0.275,139.387,1011.616,23.278,275.893,0.209,0,0
high_module_173,3329,3006,323,49.714,100.852,17.801,20.903,0.32,108.815,893.678,46.47,264.873,0.388,0,0
high_module_174,2984,2495,489,76.627,98.092,8.35,32.496,0.213,107.694,916.52,50.711,250.81,0.317,4,1
high_module_175,4175,3600,575,84.377,120.442,27.429,54.75,0.18,153.676,556.575,37.539,418.5,0.301,3,1
high_module_176,3614,2827,787,62.128,87.938,23.166,59.515,0.327,115.365,1128.418,93.885,313.417,0.089,2,1
high_module_177,2949,2440,509,113.809,93.76,9.737,50.31,0.254,96.467,969.684,25.294,124.933,0.259,1,1
high_module_178,3983,3517,466,54.043,56.27,13.314,49.591,0.515,77.745,739.685,32.981,190.783,0.166,1,1
high_module_179,2647,2386,261,82.435,147.91,12.321,27.132,0.338,70.399,1224.267,85.384,276.429,0.255,5,1
high_module_180,2436,2065,371,83.764,105.707,27.79,22.263,0.206,80.426,1012.116,44.138,261.781,0.039,2,1
high_module_181,2364,1847,517,62.19,81.132,13.3,45.974,0.412,97.123,1014.336,62.581,158.077,0.247,4,1
high_module_182,3636,2854,782,95.342,126.012,9.759,27.14,0.372,91.791,299.717,73.552,215.626,0.268,0,0
high_module_183,3168,2810,358,99.523,72.178,22.961,42.658,0.233,81.34,1193.298,77.169,121.696,0.273,5,1
high_module_184,3007,2691,316,98.429,88.892,17.042,54.834,0.389,135.322,1167.972,81.063,306.261,0.325,3,1
high_module_185,1168,1046,122,51.834,57.235,19.279,27.028,0.127,118.45,1104.546,80.097,321.785,0.097,4,1
high_module_186,3225,2897,328,116.15,68.618,24.194,34.673,0.185,53.106,1270.508,88.013,285.962,0.137,4,1
high_module_187,1655,1385,270,110.337,120.612,16.305,36.825,0.227,62.408,692.674,54.21,203.533,0.121,0,0
high_module_188,2683,2180,503,93.795,129.137,20.272,57.044,0.342,50.934,1179.525,86.438,289.127,0.07,4,1
high_module_189,3724,3175,549,60.682,41.161,24.541,52.017,0.572,114.703,579.107,40.824,237.651,0.193,0,0
high_module_190,3051,2692,359,65.767,93.515,24.439,30.965,0.554,153.303,815.559,37.092,272.071,0.111,1,0
high_module_191,4101,3416,685,110.46,68.58,10.946,57.551,0.527,149.277,1125.69,54.328,412.172,0.092,4,1
high_module_192,4105,3318,787,119.841,97.118,16.249,25.84,0.478,53.68,605.05,83.906,213.776,0.309,4,1
high_module_193,2901,2341,560,119.739,49.53,18.564,44.177,0.228,122.375,861.834,46.596,263.607,0.23,5,1
high_module_194,2763,2387,376,45.811,159.86,13.094,24.891,0.414,115.525,1087.59,49.405,425.411,0.0,1,1
high_module_195,3251,2978,273,53.506,122.031,15.172,41.905,0.154,42.42,909.901,52.808,141.447,0.295,1,1
high_module_196,3723,3071,652,118.701,118.416,13.799,23.239,0.44,121.237,717.495,93.722,243.081,0.323,2,1
high_module_197,1087,990,97,57.054,99.962,19.64,43.429,0.169,156.504,1019.53,64.681,237.614,0.036,1,1
high_module_198,1500,1343,157,119.905,54.344,17.085,38.944,0.325,100.687,1308.262,90.483,185.467,0.106,2,1
high_module_199,3555,2835,720,71.631,117.689,20.263,42.078,0.497,136.693,444.75,41.111,336.817,0.092,0,0
high_module_200,1396,1092,304,95.692,102.844,21.346,49.685,0.164,62.765,1167.679,31.878,283.139,0.069,1,1
