module_name,loc,ncloc,cloc,complexity,cyclomatic_complexity,depth_of_nesting,coupling,cohesion,information_flow_complexity,code_churn,change_request_backlog,pending_effort_hours,percent_reused,defect_count,defect_label
medium_module_024,705,594,111,31.942,54.467,10.524,25.136,0.656,28.556,212.905,14.729,47.911,0.639,0,1
medium_module_025,1489,1334,155,12.857,20.895,5.628,14.355,0.632,18.641,232.41,17.213,50.965,0.572,0,0
medium_module_026,594,528,66,31.435,34.373,7.894,13.033,0.4,53.461,256.717,18.414,50.06,0.172,0,1
medium_module_027,1724,1434,290,18.827,32.047,6.9,14.055,0.674,21.162,44.456,11.952,53.097,0.59,1,0
medium_module_028,1755,1377,378,30.668,28.914,8.413,8.812,0.73,30.485,123.606,14.234,41.086,0.433,0,0
medium_module_029,1546,1265,281,35.915,22.057,4.683,23.503,0.677,32.221,143.486,14.699,100.962,0.344,1,1
medium_module_030,712,610,102,11.943,43.133,10.725,5.475,0.489,34.051,244.276,16.101,70.952,0.662,0,0
medium_module_031,409,342,67,26.827,30.71,5.563,21.95,0.813,14.416,137.138,17.841,60.044,0.41,0,0
medium_module_032,1310,1159,151,37.319,19.473,2.786,17.576,0.677,41.137,62.075,16.41,74.242,0.54,0,0
medium_module_033,661,606,55,49.152,31.365,8.03,19.607,0.629,8.513,237.289,7.496,82.454,0.581,1,1
medium_module_034,468,414,54,9.961,26.776,6.403,5.898,0.692,23.787,226.459,10.367,14.24,0.304,0,0
medium_module_035,787,668,119,35.759,9.12,7.935,13.334,0.602,11.559,69.85,16.241,77.084,0.438,0,0
medium_module_036,498,418,80,42.363,36.729,2.928,13.719,0.519,27.949,236.943,12.828,98.403,0.515,0,1
medium_module_037,635,576,59,44.869,44.278,2.3,15.701,0.706,42.623,303.915,17.773,30.983,0.179,1,1
medium_module_038,1662,1358,304,24.103,12.749,10.562,10.976,0.6,10.913,224.066,5.588,9.904,0.341,1,0
medium_module_039,329,298,31,8.975,18.488,5.562,7.441,0.667,34.397,200.163,2.364,15.161,0.344,1,0
medium_module_040,1205,1085,120,32.228,21.424,11.203,12.492,0.54,21.822,147.548,19.889,70.9,0.362,0,1
medium_module_041,452,391,61,27.452,47.264,2.0,13.221,0.648,47.688,199.742,3.937,55.684,0.252,0,0
medium_module_042,1635,1319,316,36.74,51.408,8.398,24.3,0.616,20.611,115.961,16.422,27.642,0.498,0,1
medium_module_043,932,741,191,32.787,42.068,4.114,5.909,0.65,19.514,236.046,11.905,63.54,0.483,0,0
medium_module_044,1482,1330,152,32.84,25.929,5.442,4.447,0.497,47.812,258.3,4.889,28.947,0.455,0,0
medium_module_045,1773,1560,213,13.144,27.245,7.665,13.022,0.547,53.619,85.314,3.753,8.5,0.431,0,0
medium_module_046,1007,797,210,52.067,44.853,10.431,20.253,0.45,41.916,202.184,22.297,64.175,0.625,1,1
medium_module_047,1362,1074,288,30.254,31.225,4.691,16.456,0.588,36.531,240.242,4.699,11.79,0.454,0,0
medium_module_048,1780,1454,326,19.208,39.547,9.008,18.868,0.683,40.173,133.936,8.367,31.547,0.422,0,0
medium_module_049,911,803,108,34.396,24.731,10.012,10.815,0.681,21.908,162.836,2.515,48.378,0.393,0,0
medium_module_050,1441,1279,162,30.569,38.298,4.463,7.931,0.533,32.56,268.338,22.794,55.876,0.502,0,1
medium_module_051,356,306,50,16.15,34.331,3.282,18.289,0.617,52.309,107.254,17.566,81.594,0.525,0,1
medium_module_052,775,662,113,26.0,28.244,10.841,20.49,0.732,13.226,217.178,13.848,41.871,0.349,0,0
medium_module_053,1386,1262,124,37.344,31.779,9.764,8.548,0.743,53.13,252.281,5.64,21.051,0.491,0,0
medium_module_054,318,285,33,39.913,14.815,9.975,19.535,0.625,24.659,80.101,7.905,25.628,0.479,0,0
medium_module_055,1664,1505,159,43.601,38.887,2.596,11.776,0.562,24.62,223.309,12.923,54.923,0.658,1,0
medium_module_056,948,799,149,17.051,12.128,4.684,21.528,0.58,14.227,251.764,12.823,9.15,0.58,0,0
medium_module_057,1773,1523,250,22.891,45.672,2.472,4.196,0.588,19.132,165.169,8.733,21.155,0.252,1,0
medium_module_058,1165,1002,163,16.686,13.22,5.966,10.141,0.728,26.168,259.696,6.434,46.9,0.345,1,0
medium_module_059,1598,1375,223,25.436,30.667,6.688,19.122,0.634,29.981,140.593,14.03,30.953,0.666,1,0
medium_module_060,304,274,30,22.143,13.814,10.825,9.629,0.462,8.195,193.751,13.053,41.384,0.661,0,0
medium_module_061,1453,1174,279,17.585,20.858,7.031,13.928,0.515,30.464,214.742,14.849,77.417,0.326,0,0
medium_module_062,1557,1385,172,12.065,38.843,5.415,16.596,0.781,41.24,204.631,12.542,39.449,0.701,0,0
medium_module_063,370,334,36,41.74,46.488,7.207,15.139,0.578,37.799,179.378,8.885,23.118,0.488,1,0
medium_module_064,1791,1481,310,37.731,15.513,7.292,21.408,0.702,43.26,105.788,10.057,44.079,0.301,0,0
medium_module_065,1315,1128,187,23.644,48.647,8.853,24.785,0.452,38.352,222.987,14.658,55.882,0.398,1,1
medium_module_066,1743,1430,313,49.638,24.274,11.05,14.83,0.711,25.988,190.506,19.804,76.503,0.482,1,1
medium_module_067,1158,948,210,43.813,15.912,9.611,5.382,0.675,47.667,258.412,16.122,45.983,0.517,0,0
medium_module_068,1731,1590,141,39.093,34.548,11.565,18.219,0.564,39.711,153.358,8.847,59.354,0.475,0,1
medium_module_069,306,261,45,24.817,24.57,5.761,17.98,0.605,23.653,212.463,18.944,45.016,0.589,0,0
medium_module_070,1436,1232,204,22.559,9.373,6.699,14.074,0.809,25.531,179.534,10.476,19.847,0.553,0,0
medium_module_071,838,704,134,42.441,14.092,8.751,11.787,0.496,6.307,146.723,10.27,43.803,0.359,1,0
medium_module_072,351,313,38,27.361,37.03,10.17,6.494,0.544,51.598,238.118,17.102,46.707,0.488,0,0
medium_module_073,1617,1410,207,19.925,29.206,8.378,15.541,0.447,32.705,220.996,19.117,35.066,0.483,2,1
medium_module_074,693,563,130,25.143,50.925,8.366,23.717,0.61,36.26,163.011,16.842,102.506,0.264,2,1
medium_module_075,1579,1438,141,21.349,39.823,5.576,21.271,0.686,40.819,156.005,2.606,33.925,0.524,0,0
medium_module_076,1175,978,197,23.029,11.796,10.661,13.214,0.527,7.92,117.755,15.868,20.725,0.686,0,0
medium_module_077,521,433,88,39.387,57.911,8.523,16.306,0.608,8.63,330.114,22.251,34.965,0.585,2,1
medium_module_078,1330,1056,274,15.533,48.978,6.31,19.168,0.638,23.195,231.39,24.751,61.149,0.506,2,1
medium_module_079,1582,1350,232,22.578,32.88,4.428,7.011,0.765,13.804,199.847,5.495,68.801,0.513,0,0
medium_module_080,1100,923,177,23.598,33.808,6.31,5.142,0.703,43.578,122.794,9.887,70.919,0.607,1,0
medium_module_081,1398,1173,225,24.983,32.326,8.717,6.192,0.658,26.392,257.862,1.597,61.128,0.385,0,0
medium_module_082,438,348,90,31.939,16.638,4.845,18.344,0.626,37.363,255.745,3.603,65.143,0.697,0,0
medium_module_083,1228,1067,161,21.506,16.201,10.484,5.314,0.679,41.747,222.636,5.664,64.778,0.69,1,0
medium_module_084,1452,1291,161,53.569,47.702,3.381,15.676,0.734,49.962,188.941,19.632,37.987,0.508,0,1
medium_module_085,751,675,76,41.479,48.187,11.276,14.145,0.758,35.358,167.954,18.631,79.204,0.435,0,0
medium_module_086,1078,891,187,29.644,31.936,10.461,17.407,0.665,30.796,196.61,15.816,62.001,0.345,1,0
medium_module_087,1270,1073,197,39.935,36.06,7.604,16.208,0.741,30.802,193.625,12.313,42.015,0.477,0,0
medium_module_088,1666,1340,326,16.067,20.832,3.216,6.601,0.613,7.289,214.594,11.633,43.51,0.632,0,0
medium_module_089,1502,1336,166,14.352,49.965,7.003,18.198,0.644,12.622,221.144,12.249,67.321,0.359,0,0
medium_module_090,575,463,112,9.252,46.461,6.412,13.827,0.512,51.234,233.806,11.865,48.927,0.475,0,0
medium_module_091,737,645,92,18.434,20.976,9.995,10.951,0.62,25.805,138.202,3.438,8.337,0.678,0,0
medium_module_092,1520,1327,193,42.837,54.673,3.878,19.3,0.587,33.097,290.884,8.319,59.021,0.325,1,1
medium_module_093,1516,1311,205,30.141,26.967,10.089,23.325,0.712,46.436,196.673,11.141,66.549,0.254,1,1
medium_module_094,1352,1097,255,24.078,42.357,11.297,5.666,0.528,22.96,80.464,12.416,79.264,0.382,0,0
medium_module_095,943,745,198,32.342,28.767,4.933,19.368,0.811,41.874,59.739,15.1,22.234,0.654,1,0
medium_module_096,962,877,85,23.527,21.773,6.817,10.006,0.436,51.599,316.405,25.47,88.378,0.174,1,1
medium_module_097,601,543,58,34.45,48.961,4.405,17.399,0.709,23.166,78.086,9.187,59.69,0.714,0,0
medium_module_098,270,232,38,29.827,42.725,6.538,21.685,0.515,31.733,266.231,17.427,55.655,0.513,1,1
medium_module_099,493,403,90,8.693,46.083,10.953,17.843,0.767,17.518,73.8,12.708,34.798,0.327,0,0
medium_module_100,1293,1062,231,42.148,20.084,5.549,21.747,0.521,42.766,238.249,9.311,28.441,0.489,0,0
medium_module_101,300,253,47,28.474,42.274,4.4,6.086,0.801,45.001,40.976,5.981,44.776,0.433,1,0
medium_module_102,378,348,30,41.987,36.598,4.939,5.682,0.645,19.642,234.751,7.895,62.608,0.44,0,0
medium_module_103,453,395,58,30.813,43.802,4.112,19.681,0.59,49.308,291.542,18.595,101.329,0.487,0,1
medium_module_104,1197,982,215,47.833,35.177,8.649,11.643,0.702,46.866,304.892,12.567,80.827,0.453,0,1
medium_module_105,544,463,81,9.393,8.387,7.474,7.942,0.601,53.538,83.439,5.422,46.438,0.57,0,0
medium_module_106,307,262,45,21.286,16.564,6.259,9.174,0.768,33.564,85.662,9.578,74.025,0.49,0,0
medium_module_107,601,548,53,37.775,49.141,9.08,12.445,0.601,43.578,174.227,5.576,34.196,0.252,0,0
medium_module_108,1349,1100,249,13.288,23.21,8.475,16.319,0.639,34.322,324.852,13.565,82.795,0.386,1,1
medium_module_109,1210,1003,207,38.806,11.894,4.364,4.07,0.569,19.502,250.341,12.961,24.14,0.611,0,0
medium_module_110,1077,912,165,31.87,10.708,10.386,14.245,0.818,20.565,226.644,4.697,14.789,0.581,0,0
medium_module_111,1252,1136,116,15.233,31.697,9.743,21.854,0.7,24.997,278.799,9.593,62.538,0.241,0,1
medium_module_112,418,377,41,20.315,37.561,2.531,18.089,0.698,33.945,239.716,1.598,14.042,0.52,1,0
medium_module_113,489,422,67,24.877,25.519,4.481,15.323,0.653,29.329,163.822,15.746,64.003,0.414,0,0
medium_module_114,802,702,100,30.557,10.213,3.71,9.101,0.569,33.991,44.017,19.638,65.21,0.414,0,0
medium_module_115,1717,1431,286,15.96,40.444,2.104,24.392,0.437,12.188,222.17,20.506,57.754,0.269,1,1
medium_module_116,1296,1041,255,8.721,43.25,7.653,19.145,0.666,45.752,243.63,5.43,41.838,0.355,0,0
medium_module_117,1640,1325,315,51.167,39.457,6.241,15.228,0.616,33.224,168.53,11.896,37.727,0.184,1,1
medium_module_118,1647,1328,319,15.11,40.014,8.656,15.087,0.386,30.06,153.948,7.259,29.227,0.226,2,1
medium_module_119,679,530,149,35.212,8.484,11.573,17.863,0.653,16.428,174.184,2.893,50.324,0.255,0,0
medium_module_120,992,828,164,36.066,30.067,9.624,17.216,0.737,29.594,211.723,2.15,25.188,0.469,0,0
medium_module_121,1070,908,162,29.614,34.071,5.245,4.381,0.644,36.211,253.894,11.025,67.737,0.451,1,0
medium_module_122,1518,1337,181,14.128,41.29,9.661,14.315,0.578,46.99,215.788,21.17,31.293,0.258,0,1
medium_module_123,250,196,54,34.216,22.935,2.973,10.826,0.65,42.884,114.518,7.943,71.256,0.639,0,0
medium_module_124,587,509,78,27.862,48.376,6.063,23.415,0.479,30.381,263.126,15.014,18.087,0.26,1,1
medium_module_125,1341,1152,189,23.507,8.955,10.924,14.873,0.68,39.757,217.071,13.541,54.068,0.305,0,0
medium_module_126,1712,1445,267,27.993,18.576,4.279,10.992,0.515,42.767,226.734,9.404,76.374,0.45,0,0
medium_module_127,381,341,40,14.295,16.02,10.1,21.837,0.506,41.096,152.18,23.244,89.836,0.52,1,1
medium_module_128,1589,1384,205,18.91,36.797,9.797,16.018,0.541,27.072,350.962,13.599,69.537,0.204,1,1
medium_module_129,1634,1320,314,14.55,29.099,7.386,8.923,0.775,20.907,197.799,7.575,70.511,0.34,1,0
medium_module_130,1582,1376,206,28.482,10.718,10.133,10.947,0.675,19.337,86.792,7.609,59.858,0.558,0,0
medium_module_131,1247,1004,243,37.762,11.109,9.788,21.364,0.642,46.351,53.812,6.725,36.044,0.279,0,0
medium_module_132,1749,1532,217,31.741,10.697,9.935,9.494,0.813,50.864,158.404,9.42,33.096,0.522,0,0
medium_module_133,374,308,66,17.464,45.627,3.781,6.427,0.721,44.544,234.967,9.017,20.965,0.613,0,0
medium_module_134,890,740,150,18.933,22.228,8.088,22.388,0.626,42.375,223.119,15.003,62.388,0.482,1,1
medium_module_135,804,651,153,47.155,34.613,7.163,21.456,0.683,40.281,159.621,15.05,49.103,0.65,1,1
medium_module_136,1030,912,118,25.364,29.994,5.799,11.905,0.553,39.63,174.797,11.635,92.225,0.582,0,1
medium_module_137,1357,1208,149,34.817,38.733,4.056,8.728,0.533,15.407,208.087,2.69,74.461,0.644,1,0
medium_module_138,1263,1061,202,22.034,11.254,9.345,4.305,0.504,39.463,235.418,17.119,65.9,0.466,1,0
medium_module_139,675,568,107,25.583,12.692,10.555,13.994,0.472,48.25,135.998,15.29,10.186,0.443,1,0
medium_module_140,471,377,94,13.632,42.175,10.316,12.535,0.612,34.224,58.732,4.797,28.918,0.426,0,0
medium_module_141,275,240,35,33.989,22.512,5.973,15.14,0.615,32.05,149.851,13.598,80.989,0.509,2,1
medium_module_142,1756,1543,213,21.528,32.653,10.794,16.682,0.554,9.897,65.985,3.152,39.2,0.299,0,0
medium_module_143,857,759,98,55.542,51.138,2.045,15.451,0.632,48.914,172.231,8.024,76.241,0.524,2,1
medium_module_144,1170,1021,149,38.449,49.745,2.117,13.369,0.689,6.595,234.873,15.096,62.421,0.495,0,1
medium_module_145,895,811,84,25.328,35.728,3.771,12.656,0.62,13.983,180.191,9.813,62.119,0.368,0,0
medium_module_146,1344,1065,279,21.96,60.353,3.628,18.823,0.468,35.893,305.141,9.953,52.907,0.666,0,1
medium_module_147,1338,1145,193,35.336,14.493,11.462,11.063,0.802,12.415,66.413,8.335,34.111,0.538,0,0
medium_module_148,991,859,132,28.553,21.553,2.425,14.725,0.607,9.86,134.144,4.185,14.636,0.577,0,0
medium_module_149,601,508,93,41.491,37.455,10.585,11.028,0.521,12.408,253.131,12.643,89.337,0.279,0,1
medium_module_150,1455,1169,286,28.019,38.501,9.734,15.453,0.508,39.736,276.21,17.03,40.429,0.373,0,1
medium_module_151,1401,1287,114,15.268,48.198,4.979,4.563,0.575,42.957,67.406,11.165,41.946,0.7,0,0
medium_module_152,1110,982,128,42.486,17.892,10.756,7.228,0.468,27.076,48.631,12.648,36.388,0.593,0,0
medium_module_153,1480,1248,232,10.815,40.025,10.832,18.588,0.566,45.964,65.966,18.565,65.349,0.417,0,0
medium_module_154,1750,1582,168,42.301,47.329,4.591,19.08,0.649,20.183,257.339,11.652,53.967,0.503,0,1
medium_module_155,1578,1346,232,39.372,21.402,3.054,9.323,0.78,22.821,131.422,4.659,54.8,0.404,0,0
medium_module_156,1247,1050,197,30.807,53.392,8.27,21.42,0.556,37.354,139.705,12.897,24.706,0.267,0,1
medium_module_157,917,736,181,11.343,15.318,4.842,14.182,0.637,15.421,67.935,16.93,50.374,0.495,0,0
medium_module_158,1039,871,168,34.595,53.456,7.814,16.898,0.48,40.499,205.374,23.085,44.272,0.6,0,1
medium_module_159,1795,1620,175,43.268,36.659,2.027,12.788,0.711,11.921,187.122,14.269,72.094,0.586,0,1
medium_module_160,1248,1131,117,54.741,25.238,4.655,18.562,0.563,8.832,299.615,20.861,65.175,0.197,1,1
medium_module_161,379,299,80,20.054,35.605,11.944,13.385,0.56,21.264,92.652,1.15,10.429,0.494,0,0
medium_module_162,1031,839,192,26.289,34.372,7.204,15.634,0.514,21.758,161.355,17.896,52.97,0.465,0,0
medium_module_163,562,475,87,16.3,24.298,10.732,12.217,0.511,33.946,194.366,10.18,19.965,0.642,0,0
medium_module_164,670,603,67,19.985,26.845,5.011,8.81,0.694,50.106,136.294,18.791,22.653,0.564,0,0
medium_module_165,701,574,127,37.351,26.45,3.001,20.349,0.728,22.268,293.039,8.933,59.176,0.522,2,1
medium_module_166,1180,1014,166,47.746,42.714,6.989,14.799,0.544,40.113,218.412,20.197,54.889,0.429,0,1
medium_module_167,1729,1558,171,33.177,29.592,8.054,22.948,0.743,40.87,154.115,16.73,41.269,0.648,0,1
medium_module_168,1154,1027,127,28.311,18.443,5.676,9.209,0.819,24.309,140.933,14.814,73.294,0.719,0,0
medium_module_169,802,667,135,14.13,24.29,5.263,12.479,0.598,12.143,216.223,19.542,12.528,0.685,0,0
medium_module_170,779,646,133,30.929,43.332,6.873,14.965,0.416,51.82,276.82,8.103,25.215,0.29,1,1
medium_module_171,1515,1348,167,28.042,42.665,5.504,11.349,0.476,6.191,77.302,12.982,10.614,0.662,0,0
medium_module_172,1059,960,99,19.718,32.044,4.226,20.28,0.642,43.589,283.94,8.41,55.692,0.653,0,1
medium_module_173,1778,1479,299,26.535,42.44,3.056,10.894,0.628,22.172,107.856,7.675,43.305,0.256,0,0
medium_module_174,683,604,79,23.446,10.818,3.296,13.373,0.631,13.698,235.563,1.708,67.17,0.468,0,0
medium_module_175,1578,1333,245,44.687,46.986,7.189,4.389,0.599,20.562,77.535,11.687,24.214,0.285,0,0
medium_module_176,520,472,48,28.239,34.909,5.781,5.211,0.526,17.452,124.011,11.467,26.698,0.463,0,0
medium_module_177,1498,1322,176,19.793,49.405,8.554,12.938,0.639,22.923,182.871,5.779,15.29,0.401,1,0
medium_module_178,919,831,88,16.985,23.465,7.016,6.229,0.636,10.544,244.763,16.303,49.265,0.42,0,0
medium_module_179,440,394,46,36.703,44.113,3.75,9.665,0.604,31.133,186.063,3.464,15.486,0.323,1,0
medium_module_180,1336,1183,153,32.773,19.727,11.133,7.198,0.655,40.612,225.196,12.306,34.445,0.257,0,0
medium_module_181,1532,1335,197,26.481,16.111,8.926,10.682,0.759,20.988,72.887,10.901,76.662,0.688,0,0
medium_module_182,939,777,162,20.738,18.965,3.95,12.841,0.508,52.257,228.142,9.72,46.875,0.502,0,0
medium_module_183,520,462,58,30.537,24.008,8.216,14.79,0.719,50.175,137.344,15.183,76.779,0.715,1,0
medium_module_184,1351,1166,185,38.153,49.526,7.093,18.29,0.545,20.493,125.195,7.092,53.919,0.684,0,0
medium_module_185,293,255,38,23.606,42.915,8.025,7.788,0.632,45.371,132.31,5.456,24.416,0.556,0,0
medium_module_186,634,549,85,38.019,59.426,4.044,9.399,0.707,11.703,299.948,8.389,36.772,0.564,1,1
medium_module_187,398,326,72,40.826,52.273,5.039,20.226,0.768,6.867,213.618,22.619,85.178,0.63,1,1
medium_module_188,1006,817,189,42.696,27.845,9.846,5.684,0.586,42.543,172.333,13.055,14.205,0.498,0,0
medium_module_189,543,494,49,37.715,34.87,4.684,12.85,0.476,14.395,189.858,9.28,35.637,0.433,1,1
medium_module_190,758,607,151,36.849,43.277,8.503,22.519,0.66,10.645,292.081,17.133,72.956,0.585,0,1
medium_module_191,1209,960,249,34.57,37.228,4.776,9.147,0.703,14.09,91.898,21.07,36.155,0.361,1,1
medium_module_192,1198,970,228,21.199,31.944,7.719,20.155,0.542,35.801,96.142,19.875,64.005,0.448,0,0
medium_module_193,1064,868,196,15.457,10.024,7.265,19.638,0.462,15.233,224.768,11.469,29.564,0.607,1,0
medium_module_194,1512,1304,208,13.212,33.419,7.936,20.269,0.479,46.457,249.828,14.256,49.593,0.708,1,0
medium_module_195,503,427,76,31.639,37.067,9.674,27.134,0.639,25.302,267.553,22.728,57.563,0.529,0,1
medium_module_196,1218,1089,129,9.964,23.149,7.872,5.746,0.525,45.532,195.711,3.406,78.23,0.355,0,0
medium_module_197,311,285,26,43.443,15.075,8.35,16.955,0.654,32.6,304.529,19.404,27.197,0.237,2,1
medium_module_198,746,607,139,15.231,8.846,6.913,16.65,0.665,50.212,245.218,7.341,54.61,0.547,0,0
medium_module_199,656,532,124,27.078,47.084,11.847,15.334,0.513,8.555,117.303,22.953,79.798,0.63,2,1
medium_module_200,982,839,143,41.038,29.005,11.777,23.204,0.715,13.155,233.492,23.946,43.606,0.265,1,1
